Year,State,Question,% Value
2013,Louisiana,Current smoking among adults aged >= 18 years,26
2013,Massachusetts,Current smoking among adults aged >= 18 years,20.2
2013,Massachusetts,Current smoking among adults aged >= 18 years,15.1
2013,Massachusetts,Current smoking among adults aged >= 18 years,13.9
2013,Massachusetts,Current smoking among adults aged >= 18 years,18.7
2013,Massachusetts,Current smoking among adults aged >= 18 years,33.1
2013,Massachusetts,Current smoking among adults aged >= 18 years,13
2013,Massachusetts,Current smoking among adults aged >= 18 years,16.8
2013,Massachusetts,Current smoking among adults aged >= 18 years,17.6
2013,Maryland,Current smoking among adults aged >= 18 years,17.3
2013,Maryland,Current smoking among adults aged >= 18 years,13.8
2013,Maryland,Current smoking among adults aged >= 18 years,11.2
2013,Maryland,Current smoking among adults aged >= 18 years,19.6
2013,Maryland,Current smoking among adults aged >= 18 years,22.9
2013,Maryland,Current smoking among adults aged >= 18 years,14
2013,Maryland,Current smoking among adults aged >= 18 years,16.6
2013,Maryland,Current smoking among adults aged >= 18 years,18
2013,Maine,Current smoking among adults aged >= 18 years,
2013,Maine,Current smoking among adults aged >= 18 years,20.5
2013,Maine,Current smoking among adults aged >= 18 years,26.3
2013,Maine,Current smoking among adults aged >= 18 years,23.6
2013,Maine,Current smoking among adults aged >= 18 years,28.2
2013,Maine,Current smoking among adults aged >= 18 years,28.3
2013,Maine,Current smoking among adults aged >= 18 years,22
2013,Maine,Current smoking among adults aged >= 18 years,21.8
2013,Michigan,Current smoking among adults aged >= 18 years,25.3
2013,Michigan,Current smoking among adults aged >= 18 years,19.2
2013,Michigan,Current smoking among adults aged >= 18 years,18
2013,Michigan,Current smoking among adults aged >= 18 years,25.3
2013,Michigan,Current smoking among adults aged >= 18 years,29.2
2013,Michigan,Current smoking among adults aged >= 18 years,17.3
2013,Michigan,Current smoking among adults aged >= 18 years,22.2
2013,Michigan,Current smoking among adults aged >= 18 years,22.1
2013,Minnesota,Current smoking among adults aged >= 18 years,23
2013,Minnesota,Current smoking among adults aged >= 18 years,17.1
2013,Minnesota,Current smoking among adults aged >= 18 years,12.8
2013,Minnesota,Current smoking among adults aged >= 18 years,19.4
2013,Minnesota,Current smoking among adults aged >= 18 years,28.3
2013,Minnesota,Current smoking among adults aged >= 18 years,17.5
2013,Minnesota,Current smoking among adults aged >= 18 years,18.2
2013,Minnesota,Current smoking among adults aged >= 18 years,18.6
2013,Missouri,Current smoking among adults aged >= 18 years,22.6
2013,Missouri,Current smoking among adults aged >= 18 years,20.8
2013,Missouri,Current smoking among adults aged >= 18 years,28
2013,Missouri,Current smoking among adults aged >= 18 years,24.5
2013,Missouri,Current smoking among adults aged >= 18 years,40.4
2013,Missouri,Current smoking among adults aged >= 18 years,20.9
2013,Missouri,Current smoking among adults aged >= 18 years,22.6
2013,Missouri,Current smoking among adults aged >= 18 years,19.9
2013,Mississippi,Current smoking among adults aged >= 18 years,23.5
2013,Mississippi,Current smoking among adults aged >= 18 years,22.8
2013,Mississippi,Current smoking among adults aged >= 18 years,17.5
2013,Mississippi,Current smoking among adults aged >= 18 years,27.9
2013,Mississippi,Current smoking among adults aged >= 18 years,
2013,Mississippi,Current smoking among adults aged >= 18 years,24.6
2013,Mississippi,Current smoking among adults aged >= 18 years,25.2
2013,Mississippi,Current smoking among adults aged >= 18 years,27
2013,Montana,Current smoking among adults aged >= 18 years,
2013,Montana,Current smoking among adults aged >= 18 years,18.1
2013,Montana,Current smoking among adults aged >= 18 years,27.7
2013,Montana,Current smoking among adults aged >= 18 years,21.1
2013,Montana,Current smoking among adults aged >= 18 years,29.9
2013,Montana,Current smoking among adults aged >= 18 years,35.4
2013,Montana,Current smoking among adults aged >= 18 years,19.6
2013,Montana,Current smoking among adults aged >= 18 years,18.2
2013,North Carolina,Current smoking among adults aged >= 18 years,21.4
2013,North Carolina,Current smoking among adults aged >= 18 years,17.7
2013,North Carolina,Current smoking among adults aged >= 18 years,9.1
2013,North Carolina,Current smoking among adults aged >= 18 years,23.3
2013,North Carolina,Current smoking among adults aged >= 18 years,20.5
2013,North Carolina,Current smoking among adults aged >= 18 years,12.5
2013,North Carolina,Current smoking among adults aged >= 18 years,20.4
2013,North Carolina,Current smoking among adults aged >= 18 years,22.4
2013,North Dakota,Current smoking among adults aged >= 18 years,
2013,North Dakota,Current smoking among adults aged >= 18 years,20.1
2013,North Dakota,Current smoking among adults aged >= 18 years,21.2
2013,North Dakota,Current smoking among adults aged >= 18 years,22.7
2013,New Jersey,Current smoking among adults aged >= 18 years,17.6
2013,North Dakota,Current smoking among adults aged >= 18 years,
2013,North Dakota,Current smoking among adults aged >= 18 years,37.6
2013,North Dakota,Current smoking among adults aged >= 18 years,21.4
2013,North Dakota,Current smoking among adults aged >= 18 years,20.3
2013,Nebraska,Current smoking among adults aged >= 18 years,21.7
2013,Nebraska,Current smoking among adults aged >= 18 years,17.9
2013,Nebraska,Current smoking among adults aged >= 18 years,13.7
2013,Nebraska,Current smoking among adults aged >= 18 years,19.9
2013,Nebraska,Current smoking among adults aged >= 18 years,30.6
2013,Nebraska,Current smoking among adults aged >= 18 years,19.2
2013,Nebraska,Current smoking among adults aged >= 18 years,18.9
2013,Nebraska,Current smoking among adults aged >= 18 years,19.5
2013,New Hampshire,Current smoking among adults aged >= 18 years,
2013,New Hampshire,Current smoking among adults aged >= 18 years,17
2013,New Hampshire,Current smoking among adults aged >= 18 years,17.8
2013,New Hampshire,Current smoking among adults aged >= 18 years,16.9
2013,New Hampshire,Current smoking among adults aged >= 18 years,28.4
2013,New Hampshire,Current smoking among adults aged >= 18 years,18.8
2013,New Hampshire,Current smoking among adults aged >= 18 years,17
2013,New Hampshire,Current smoking among adults aged >= 18 years,16.8
2013,New Jersey,Current smoking among adults aged >= 18 years,17.2
2013,New Jersey,Current smoking among adults aged >= 18 years,14
2013,New Jersey,Current smoking among adults aged >= 18 years,12.7
2013,New Jersey,Current smoking among adults aged >= 18 years,24.2
2013,New Jersey,Current smoking among adults aged >= 18 years,10.6
2013,New Jersey,Current smoking among adults aged >= 18 years,15.8
2013,New Jersey,Current smoking among adults aged >= 18 years,17.8
2013,New Mexico,Current smoking among adults aged >= 18 years,21.3
2013,New Mexico,Current smoking among adults aged >= 18 years,16.3
2013,New Mexico,Current smoking among adults aged >= 18 years,19.5
2013,New Mexico,Current smoking among adults aged >= 18 years,22.2
2013,New Mexico,Current smoking among adults aged >= 18 years,24.9
2013,New Mexico,Current smoking among adults aged >= 18 years,11.9
2013,New Mexico,Current smoking among adults aged >= 18 years,19.3
2013,New Mexico,Current smoking among adults aged >= 18 years,21.5
2013,Nevada,Current smoking among adults aged >= 18 years,22.1
2013,Nevada,Current smoking among adults aged >= 18 years,17.7
2013,Nevada,Current smoking among adults aged >= 18 years,15.6
2013,Nevada,Current smoking among adults aged >= 18 years,20.5
2013,Nevada,Current smoking among adults aged >= 18 years,20.7
2013,Nevada,Current smoking among adults aged >= 18 years,21.8
2013,Nevada,Current smoking among adults aged >= 18 years,19.1
2013,Nevada,Current smoking among adults aged >= 18 years,20.1
2013,New York,Current smoking among adults aged >= 18 years,17.9
2013,New York,Current smoking among adults aged >= 18 years,14.6
2013,New York,Current smoking among adults aged >= 18 years,15.2
2013,New York,Current smoking among adults aged >= 18 years,19.5
2013,New York,Current smoking among adults aged >= 18 years,21.9
2013,New York,Current smoking among adults aged >= 18 years,13.4
2013,New York,Current smoking among adults aged >= 18 years,17
2013,New York,Current smoking among adults aged >= 18 years,18
2013,Ohio,Current smoking among adults aged >= 18 years,26.1
2013,Ohio,Current smoking among adults aged >= 18 years,23.9
2013,Ohio,Current smoking among adults aged >= 18 years,23.3
2013,Ohio,Current smoking among adults aged >= 18 years,24.6
2013,Ohio,Current smoking among adults aged >= 18 years,41.8
2013,Ohio,Current smoking among adults aged >= 18 years,22.7
2013,Ohio,Current smoking among adults aged >= 18 years,24.3
2013,Ohio,Current smoking among adults aged >= 18 years,24.2
2013,Oklahoma,Current smoking among adults aged >= 18 years,24.3
2013,Oklahoma,Current smoking among adults aged >= 18 years,22.5
2013,Oklahoma,Current smoking among adults aged >= 18 years,19.9
2013,Oklahoma,Current smoking among adults aged >= 18 years,25.8
2013,Oklahoma,Current smoking among adults aged >= 18 years,31.7
2013,Oklahoma,Current smoking among adults aged >= 18 years,29.5
2013,Oklahoma,Current smoking among adults aged >= 18 years,24.1
2013,Oklahoma,Current smoking among adults aged >= 18 years,23.6
2013,Oregon,Current smoking among adults aged >= 18 years,
2013,Oregon,Current smoking among adults aged >= 18 years,16.5
2013,Oregon,Current smoking among adults aged >= 18 years,16.3
2013,Oregon,Current smoking among adults aged >= 18 years,18.9
2013,Oregon,Current smoking among adults aged >= 18 years,24.1
2013,Oregon,Current smoking among adults aged >= 18 years,13.6
2013,Oregon,Current smoking among adults aged >= 18 years,17.7
2013,Oregon,Current smoking among adults aged >= 18 years,17.6
2013,Pennsylvania,Current smoking among adults aged >= 18 years,28.8
2013,Pennsylvania,Current smoking among adults aged >= 18 years,19.6
2013,Pennsylvania,Current smoking among adults aged >= 18 years,23.4
2013,Pennsylvania,Current smoking among adults aged >= 18 years,24
2013,Pennsylvania,Current smoking among adults aged >= 18 years,33.5
2013,Pennsylvania,Current smoking among adults aged >= 18 years,20.1
2013,Pennsylvania,Current smoking among adults aged >= 18 years,21.8
2013,Pennsylvania,Current smoking among adults aged >= 18 years,21
2013,Puerto Rico,Current smoking among adults aged >= 18 years,
2013,Puerto Rico,Current smoking among adults aged >= 18 years,6.9
2013,Puerto Rico,Current smoking among adults aged >= 18 years,11
2013,Puerto Rico,Current smoking among adults aged >= 18 years,15.6
2013,Puerto Rico,Current smoking among adults aged >= 18 years,
2013,Puerto Rico,Current smoking among adults aged >= 18 years,
2013,Puerto Rico,Current smoking among adults aged >= 18 years,11.1
2013,Puerto Rico,Current smoking among adults aged >= 18 years,
2013,Rhode Island,Current smoking among adults aged >= 18 years,16.3
2013,Rhode Island,Current smoking among adults aged >= 18 years,16.7
2013,Rhode Island,Current smoking among adults aged >= 18 years,16.1
2013,Rhode Island,Current smoking among adults aged >= 18 years,19.9
2013,Rhode Island,Current smoking among adults aged >= 18 years,
2013,Rhode Island,Current smoking among adults aged >= 18 years,16.1
2013,Rhode Island,Current smoking among adults aged >= 18 years,18.3
2013,Rhode Island,Current smoking among adults aged >= 18 years,19.1
2013,South Carolina,Current smoking among adults aged >= 18 years,19.7
2013,South Carolina,Current smoking among adults aged >= 18 years,19
2013,South Carolina,Current smoking among adults aged >= 18 years,14.4
2013,South Carolina,Current smoking among adults aged >= 18 years,26.6
2013,South Carolina,Current smoking among adults aged >= 18 years,29
2013,South Carolina,Current smoking among adults aged >= 18 years,28.6
2013,South Carolina,Current smoking among adults aged >= 18 years,22.7
2013,South Carolina,Current smoking among adults aged >= 18 years,24.2
2013,South Dakota,Current smoking among adults aged >= 18 years,
2013,South Dakota,Current smoking among adults aged >= 18 years,20.2
2013,South Dakota,Current smoking among adults aged >= 18 years,15.9
2013,South Dakota,Current smoking among adults aged >= 18 years,19.8
2013,South Dakota,Current smoking among adults aged >= 18 years,50.9
2013,South Dakota,Current smoking among adults aged >= 18 years,35
2013,South Dakota,Current smoking among adults aged >= 18 years,20
2013,South Dakota,Current smoking among adults aged >= 18 years,18
2013,Tennessee,Current smoking among adults aged >= 18 years,22.8
2013,Tennessee,Current smoking among adults aged >= 18 years,22.4
2013,Tennessee,Current smoking among adults aged >= 18 years,
2013,Tennessee,Current smoking among adults aged >= 18 years,26.5
2013,Tennessee,Current smoking among adults aged >= 18 years,
2013,Tennessee,Current smoking among adults aged >= 18 years,15.5
2013,Tennessee,Current smoking among adults aged >= 18 years,24.4
2013,Tennessee,Current smoking among adults aged >= 18 years,26.3
2013,Texas,Current smoking among adults aged >= 18 years,18.3
2013,Texas,Current smoking among adults aged >= 18 years,13.1
2013,Texas,Current smoking among adults aged >= 18 years,13
2013,Texas,Current smoking among adults aged >= 18 years,18.4
2013,Texas,Current smoking among adults aged >= 18 years,29.6
2013,Texas,Current smoking among adults aged >= 18 years,14.7
2013,Texas,Current smoking among adults aged >= 18 years,15.7
2013,Texas,Current smoking among adults aged >= 18 years,17.3
2013,United States,Current smoking among adults aged >= 18 years,17.7
2013,United States,Current smoking among adults aged >= 18 years,21.4
2013,United States,Current smoking among adults aged >= 18 years,19.2
2013,Utah,Current smoking among adults aged >= 18 years,
2013,Utah,Current smoking among adults aged >= 18 years,8.7
2013,Utah,Current smoking among adults aged >= 18 years,9.9
2013,Utah,Current smoking among adults aged >= 18 years,16.4
2013,Utah,Current smoking among adults aged >= 18 years,10.4
2013,Utah,Current smoking among adults aged >= 18 years,10.1
2013,Utah,Current smoking among adults aged >= 18 years,10.1
2013,Virginia,Current smoking among adults aged >= 18 years,20.2
2013,Virginia,Current smoking among adults aged >= 18 years,16.8
2013,Virginia,Current smoking among adults aged >= 18 years,16.8
2013,Virginia,Current smoking among adults aged >= 18 years,21.4
2013,Virginia,Current smoking among adults aged >= 18 years,20
2013,Virginia,Current smoking among adults aged >= 18 years,18
2013,Virginia,Current smoking among adults aged >= 18 years,19
2013,Virginia,Current smoking among adults aged >= 18 years,20
2013,Virgin Islands,Current smoking among adults aged >= 18 years,
2013,Virgin Islands,Current smoking among adults aged >= 18 years,
2013,Virgin Islands,Current smoking among adults aged >= 18 years,
2013,Virgin Islands,Current smoking among adults aged >= 18 years,
2013,Virgin Islands,Current smoking among adults aged >= 18 years,
2013,Virgin Islands,Current smoking among adults aged >= 18 years,
2013,Virgin Islands,Current smoking among adults aged >= 18 years,
2013,Virgin Islands,Current smoking among adults aged >= 18 years,
2013,Vermont,Current smoking among adults aged >= 18 years,
2013,Vermont,Current smoking among adults aged >= 18 years,16.4
2013,Vermont,Current smoking among adults aged >= 18 years,
2013,Vermont,Current smoking among adults aged >= 18 years,52
2013,Vermont,Current smoking among adults aged >= 18 years,28
2013,Vermont,Current smoking among adults aged >= 18 years,17.7
2013,Vermont,Current smoking among adults aged >= 18 years,17.3
2013,Washington,Current smoking among adults aged >= 18 years,13.9
2013,Washington,Current smoking among adults aged >= 18 years,14.5
2013,Washington,Current smoking among adults aged >= 18 years,14.5
2013,Washington,Current smoking among adults aged >= 18 years,17.8
2013,Washington,Current smoking among adults aged >= 18 years,22
2013,Washington,Current smoking among adults aged >= 18 years,13.4
2013,Washington,Current smoking among adults aged >= 18 years,16.2
2013,Washington,Current smoking among adults aged >= 18 years,17.5
2013,Wisconsin,Current smoking among adults aged >= 18 years,30.1
2013,Wisconsin,Current smoking among adults aged >= 18 years,18.3
2013,Wisconsin,Current smoking among adults aged >= 18 years,15.4
2013,Wisconsin,Current smoking among adults aged >= 18 years,20.2
2013,Wisconsin,Current smoking among adults aged >= 18 years,
2013,Wisconsin,Current smoking among adults aged >= 18 years,19.9
2013,Wisconsin,Current smoking among adults aged >= 18 years,19.2
2013,Wisconsin,Current smoking among adults aged >= 18 years,18.8
2013,West Virginia,Current smoking among adults aged >= 18 years,34.4
2013,West Virginia,Current smoking among adults aged >= 18 years,28.2
2013,West Virginia,Current smoking among adults aged >= 18 years,29
2013,West Virginia,Current smoking among adults aged >= 18 years,29.6
2013,West Virginia,Current smoking among adults aged >= 18 years,41.1
2013,West Virginia,Current smoking among adults aged >= 18 years,
2013,West Virginia,Current smoking among adults aged >= 18 years,28.9
2013,West Virginia,Current smoking among adults aged >= 18 years,28.5
2013,Wyoming,Current smoking among adults aged >= 18 years,
2013,Wyoming,Current smoking among adults aged >= 18 years,19.7
2013,Wyoming,Current smoking among adults aged >= 18 years,24.4
2013,Wyoming,Current smoking among adults aged >= 18 years,21.9
2013,Wyoming,Current smoking among adults aged >= 18 years,32.5
2013,Wyoming,Current smoking among adults aged >= 18 years,25.4
2013,Wyoming,Current smoking among adults aged >= 18 years,20.8
2013,Wyoming,Current smoking among adults aged >= 18 years,20
2013,Alaska,Current smoking among adults aged >= 18 years,31.9
2013,Alaska,Current smoking among adults aged >= 18 years,22.2
2013,Alaska,Current smoking among adults aged >= 18 years,35
2013,Alaska,Current smoking among adults aged >= 18 years,34.5
2013,Alaska,Current smoking among adults aged >= 18 years,22.6
2013,Alaska,Current smoking among adults aged >= 18 years,17.7
2013,Alabama,Current smoking among adults aged >= 18 years,22.3
2013,Alabama,Current smoking among adults aged >= 18 years,18.2
2013,Alabama,Current smoking among adults aged >= 18 years,
2013,Alabama,Current smoking among adults aged >= 18 years,25.1
2013,Alabama,Current smoking among adults aged >= 18 years,
2013,Alabama,Current smoking among adults aged >= 18 years,17.4
2013,Alabama,Current smoking among adults aged >= 18 years,21.5
2013,Alabama,Current smoking among adults aged >= 18 years,21.9
2013,Arkansas,Current smoking among adults aged >= 18 years,23
2013,Arkansas,Current smoking among adults aged >= 18 years,25.2
2013,Arkansas,Current smoking among adults aged >= 18 years,17.7
2013,Arkansas,Current smoking among adults aged >= 18 years,26.7
2013,Arkansas,Current smoking among adults aged >= 18 years,36.2
2013,Arkansas,Current smoking among adults aged >= 18 years,25.5
2013,Arkansas,Current smoking among adults aged >= 18 years,25.9
2013,Arkansas,Current smoking among adults aged >= 18 years,26.9
2013,Arizona,Current smoking among adults aged >= 18 years,
2013,Arizona,Current smoking among adults aged >= 18 years,13.5
2013,Arizona,Current smoking among adults aged >= 18 years,16.9
2013,Arizona,Current smoking among adults aged >= 18 years,33.8
2013,Arizona,Current smoking among adults aged >= 18 years,16.8
2013,Arizona,Current smoking among adults aged >= 18 years,16.3
2013,Arizona,Current smoking among adults aged >= 18 years,15.6
2013,California,Current smoking among adults aged >= 18 years,15.2
2013,California,Current smoking among adults aged >= 18 years,9.1
2013,California,Current smoking among adults aged >= 18 years,10.3
2013,California,Current smoking among adults aged >= 18 years,16.1
2013,Iowa,Current cigarette smoking among women aged 18-44 years,20.5
2013,California,Current smoking among adults aged >= 18 years,18.5
2013,California,Current smoking among adults aged >= 18 years,10
2013,California,Current smoking among adults aged >= 18 years,12.5
2013,California,Current smoking among adults aged >= 18 years,14.5
2013,Colorado,Current smoking among adults aged >= 18 years,26.8
2013,Colorado,Current smoking among adults aged >= 18 years,16.4
2013,Colorado,Current smoking among adults aged >= 18 years,18.7
2013,Colorado,Current smoking among adults aged >= 18 years,19
2013,Colorado,Current smoking among adults aged >= 18 years,27.5
2013,Colorado,Current smoking among adults aged >= 18 years,18.9
2013,Colorado,Current smoking among adults aged >= 18 years,17.7
2013,Colorado,Current smoking among adults aged >= 18 years,16.7
2013,Connecticut,Current smoking among adults aged >= 18 years,19.9
2013,Connecticut,Current smoking among adults aged >= 18 years,14.3
2013,Connecticut,Current smoking among adults aged >= 18 years,20.5
2013,Connecticut,Current smoking among adults aged >= 18 years,16.8
2013,Connecticut,Current smoking among adults aged >= 18 years,31.9
2013,Connecticut,Current smoking among adults aged >= 18 years,8.9
2013,Connecticut,Current smoking among adults aged >= 18 years,15.5
2013,Connecticut,Current smoking among adults aged >= 18 years,14.3
2013,District of Columbia,Current smoking among adults aged >= 18 years,28.4
2013,District of Columbia,Current smoking among adults aged >= 18 years,14.7
2013,District of Columbia,Current smoking among adults aged >= 18 years,14.2
2013,District of Columbia,Current smoking among adults aged >= 18 years,23.4
2013,District of Columbia,Current smoking among adults aged >= 18 years,
2013,District of Columbia,Current smoking among adults aged >= 18 years,
2013,District of Columbia,Current smoking among adults aged >= 18 years,18.8
2013,District of Columbia,Current smoking among adults aged >= 18 years,9.9
2013,Delaware,Current smoking among adults aged >= 18 years,23
2013,Delaware,Current smoking among adults aged >= 18 years,17.3
2013,Delaware,Current smoking among adults aged >= 18 years,22.3
2013,Delaware,Current smoking among adults aged >= 18 years,22
2013,Delaware,Current smoking among adults aged >= 18 years,37
2013,Delaware,Current smoking among adults aged >= 18 years,10.3
2013,Delaware,Current smoking among adults aged >= 18 years,19.6
2013,Delaware,Current smoking among adults aged >= 18 years,19
2013,Florida,Current smoking among adults aged >= 18 years,14.4
2013,Florida,Current smoking among adults aged >= 18 years,14.4
2013,Florida,Current smoking among adults aged >= 18 years,13.9
2013,Florida,Current smoking among adults aged >= 18 years,21.1
2013,Florida,Current smoking among adults aged >= 18 years,13
2013,Florida,Current smoking among adults aged >= 18 years,16.8
2013,Florida,Current smoking among adults aged >= 18 years,18.6
2013,Georgia,Current smoking among adults aged >= 18 years,17.3
2013,Georgia,Current smoking among adults aged >= 18 years,15.4
2013,Georgia,Current smoking among adults aged >= 18 years,13.3
2013,Georgia,Current smoking among adults aged >= 18 years,22.6
2013,Georgia,Current smoking among adults aged >= 18 years,21.5
2013,Georgia,Current smoking among adults aged >= 18 years,14.5
2013,Georgia,Current smoking among adults aged >= 18 years,18.8
2013,Georgia,Current smoking among adults aged >= 18 years,20.6
2013,Guam,Current smoking among adults aged >= 18 years,
2013,Guam,Current smoking among adults aged >= 18 years,22.7
2013,Guam,Current smoking among adults aged >= 18 years,39.6
2013,Guam,Current smoking among adults aged >= 18 years,30.4
2013,Guam,Current smoking among adults aged >= 18 years,33.2
2013,Guam,Current smoking among adults aged >= 18 years,25.3
2013,Guam,Current smoking among adults aged >= 18 years,26.5
2013,Guam,Current smoking among adults aged >= 18 years,18.1
2013,Hawaii,Current smoking among adults aged >= 18 years,
2013,Hawaii,Current smoking among adults aged >= 18 years,11
2013,Hawaii,Current smoking among adults aged >= 18 years,17.7
2013,Hawaii,Current smoking among adults aged >= 18 years,15.7
2013,Hawaii,Current smoking among adults aged >= 18 years,20
2013,Hawaii,Current smoking among adults aged >= 18 years,10.2
2013,Hawaii,Current smoking among adults aged >= 18 years,13.3
2013,Hawaii,Current smoking among adults aged >= 18 years,11.9
2013,Iowa,Current smoking among adults aged >= 18 years,21.4
2013,Iowa,Current smoking among adults aged >= 18 years,16.6
2013,Iowa,Current smoking among adults aged >= 18 years,14
2013,Iowa,Current smoking among adults aged >= 18 years,22.5
2013,Iowa,Current smoking among adults aged >= 18 years,
2013,Iowa,Current smoking among adults aged >= 18 years,23.8
2013,Iowa,Current smoking among adults aged >= 18 years,19.5
2013,Iowa,Current smoking among adults aged >= 18 years,19.7
2013,Idaho,Current smoking among adults aged >= 18 years,
2013,Idaho,Current smoking among adults aged >= 18 years,15
2013,Idaho,Current smoking among adults aged >= 18 years,16
2013,Idaho,Current smoking among adults aged >= 18 years,19.4
2013,Idaho,Current smoking among adults aged >= 18 years,37.9
2013,Idaho,Current smoking among adults aged >= 18 years,33.2
2013,Idaho,Current smoking among adults aged >= 18 years,17.2
2013,Idaho,Current smoking among adults aged >= 18 years,16.3
2013,Illinois,Current smoking among adults aged >= 18 years,20.8
2013,Illinois,Current smoking among adults aged >= 18 years,15
2013,Illinois,Current smoking among adults aged >= 18 years,11.1
2013,Illinois,Current smoking among adults aged >= 18 years,21.2
2013,Illinois,Current smoking among adults aged >= 18 years,27.7
2013,Illinois,Current smoking among adults aged >= 18 years,15.1
2013,Illinois,Current smoking among adults aged >= 18 years,18
2013,Illinois,Current smoking among adults aged >= 18 years,19.1
2013,Indiana,Current smoking among adults aged >= 18 years,24.8
2013,Indiana,Current smoking among adults aged >= 18 years,20.4
2013,Indiana,Current smoking among adults aged >= 18 years,15.2
2013,Indiana,Current smoking among adults aged >= 18 years,23.5
2013,Indiana,Current smoking among adults aged >= 18 years,36
2013,Indiana,Current smoking among adults aged >= 18 years,19.6
2013,Indiana,Current smoking among adults aged >= 18 years,21.9
2013,Indiana,Current smoking among adults aged >= 18 years,22
2013,Kansas,Current smoking among adults aged >= 18 years,30.7
2013,Kansas,Current smoking among adults aged >= 18 years,17.8
2013,Kansas,Current smoking among adults aged >= 18 years,17.2
2013,Kansas,Current smoking among adults aged >= 18 years,22.3
2013,Kansas,Current smoking among adults aged >= 18 years,29.2
2013,Kansas,Current smoking among adults aged >= 18 years,23.6
2013,Kansas,Current smoking among adults aged >= 18 years,20
2013,Kansas,Current smoking among adults aged >= 18 years,19.3
2013,Kentucky,Current smoking among adults aged >= 18 years,23.8
2013,Kentucky,Current smoking among adults aged >= 18 years,24.6
2013,Kentucky,Current smoking among adults aged >= 18 years,19.9
2013,Kentucky,Current smoking among adults aged >= 18 years,28.4
2013,Kentucky,Current smoking among adults aged >= 18 years,32.8
2013,Kentucky,Current smoking among adults aged >= 18 years,24.1
2013,Kentucky,Current smoking among adults aged >= 18 years,26.5
2013,Kentucky,Current smoking among adults aged >= 18 years,26.9
2013,Louisiana,Current smoking among adults aged >= 18 years,20.6
2013,Louisiana,Current smoking among adults aged >= 18 years,20
2013,Louisiana,Current smoking among adults aged >= 18 years,
2013,Louisiana,Current smoking among adults aged >= 18 years,27.3
2013,Louisiana,Current smoking among adults aged >= 18 years,
2013,Louisiana,Current smoking among adults aged >= 18 years,
2013,Louisiana,Current smoking among adults aged >= 18 years,23.5
2013,Louisiana,Current smoking among adults aged >= 18 years,24.9
2013,Massachusetts,Current smoking among adults aged >= 18 years,20.7
2013,Massachusetts,Current smoking among adults aged >= 18 years,14.7
2013,Massachusetts,Current smoking among adults aged >= 18 years,15.5
2013,Massachusetts,Current smoking among adults aged >= 18 years,18.7
2013,Massachusetts,Current smoking among adults aged >= 18 years,32.1
2013,Massachusetts,Current smoking among adults aged >= 18 years,11.3
2013,Massachusetts,Current smoking among adults aged >= 18 years,16.6
2013,Massachusetts,Current smoking among adults aged >= 18 years,16.7
2013,Maryland,Current smoking among adults aged >= 18 years,17.4
2013,Maryland,Current smoking among adults aged >= 18 years,13.7
2013,Maryland,Current smoking among adults aged >= 18 years,11
2013,Maryland,Current smoking among adults aged >= 18 years,23.3
2013,Maryland,Current smoking among adults aged >= 18 years,13.7
2013,Maryland,Current smoking among adults aged >= 18 years,16.4
2013,Maryland,Current smoking among adults aged >= 18 years,16.8
2013,Maine,Current smoking among adults aged >= 18 years,
2013,Maine,Current smoking among adults aged >= 18 years,18.2
2013,Maine,Current smoking among adults aged >= 18 years,25.4
2013,Maine,Current smoking among adults aged >= 18 years,22.4
2013,Maine,Current smoking among adults aged >= 18 years,26
2013,Maine,Current smoking among adults aged >= 18 years,26.6
2013,Maine,Current smoking among adults aged >= 18 years,20.2
2013,Maine,Current smoking among adults aged >= 18 years,20
2013,Michigan,Current smoking among adults aged >= 18 years,25.9
2013,Michigan,Current smoking among adults aged >= 18 years,18.3
2013,Michigan,Current smoking among adults aged >= 18 years,20
2013,Michigan,Current smoking among adults aged >= 18 years,24.7
2013,Michigan,Current smoking among adults aged >= 18 years,30.6
2013,Michigan,Current smoking among adults aged >= 18 years,19.1
2013,Michigan,Current smoking among adults aged >= 18 years,21.4
2013,Michigan,Current smoking among adults aged >= 18 years,20.6
2013,Minnesota,Current smoking among adults aged >= 18 years,22.2
2013,Minnesota,Current smoking among adults aged >= 18 years,16.7
2013,Minnesota,Current smoking among adults aged >= 18 years,16.9
2013,Minnesota,Current smoking among adults aged >= 18 years,19.4
2013,Minnesota,Current smoking among adults aged >= 18 years,35.7
2013,Minnesota,Current smoking among adults aged >= 18 years,16.8
2013,Minnesota,Current smoking among adults aged >= 18 years,18
2013,Minnesota,Current smoking among adults aged >= 18 years,18
2013,Missouri,Current smoking among adults aged >= 18 years,22.6
2013,Missouri,Current smoking among adults aged >= 18 years,20.1
2013,Missouri,Current smoking among adults aged >= 18 years,29.3
2013,Missouri,Current smoking among adults aged >= 18 years,24.3
2013,Missouri,Current smoking among adults aged >= 18 years,37.2
2013,Missouri,Current smoking among adults aged >= 18 years,17.7
2013,Missouri,Current smoking among adults aged >= 18 years,22.1
2013,Missouri,Current smoking among adults aged >= 18 years,18.6
2013,Mississippi,Current smoking among adults aged >= 18 years,23.6
2013,Mississippi,Current smoking among adults aged >= 18 years,22
2013,Mississippi,Current smoking among adults aged >= 18 years,
2013,Mississippi,Current smoking among adults aged >= 18 years,28
2013,Mississippi,Current smoking among adults aged >= 18 years,
